sep=,
Daterange: 2020-05-13 – 2020-06-12,From: 2020-03-14,Ext_id: 1509242894,To: 2020-06-12
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2020-05-27 00:42:32","1509242894","COVIDSafe","au","1.4","Heath...1","1","Bluetooth","When on, my I-watch  bluetooth connection is lost, reducing its functionality, and decreasing battery life.
My solution, i have turned off the app. I want my watch to function normally.
Happy to turn the app back on when the conflict with bluetooth is solved.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5998281221","https://appfollow.io/app/745570/review/219239834","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219239834"
"2020-05-27 00:11:32","1509242894","COVIDSafe","au","1.4","Leon Polak","1","Was great???","Seemed great
But then updates and you have to re-register
And then updates and now it will no longer accept my mobile number. After registering twice, it now fails. 
Please check and fix as I am now back at work. 
Thanks",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5998199139","https://appfollow.io/app/745570/review/219239833","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219239833"
"2020-05-26 23:54:29","1509242894","COVIDSafe","au","1.4","#USOS4LIFE","2","This is weird","Firstly I don’t want the government know where I’m goin so I’m not downloading this HELL NO",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5998154696","https://appfollow.io/app/745570/review/219239832","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219239832"
"2020-05-26 23:42:28","1509242894","COVIDSafe","au","1.4","MissKailaEW","1","Horrible","The radiation from this app gave me coronavirus. Not happy bob not happy.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5998124062","https://appfollow.io/app/745570/review/219239831","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219239831"
"2020-05-26 23:04:40","1509242894","COVIDSafe","au","1.4","Alex Green","3","Notifications?","I keep getting notifications reminding me to keep Bluetooth on, then when I open the app it says it is active? I don’t turn Bluetooth off. I’m just going to turn off notifications for the app. But if you want people to download it, don’t annoy them with unnecessary notifications.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5998027821","https://appfollow.io/app/745570/review/219218602","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219218602"
"2020-05-26 22:17:19","1509242894","COVIDSafe","au","1.4","MattMeletal","2","No exposure logging support","I reinstalled the app after iOS 13.5 came out thinking it would support the more private exposure logging system Apple & Google developed but it doesn’t. Do not install.

Government agencies are already abusing warrantless access to our metadata and trying to weaken encryption; I don’t think we should trust them with more data.

Let’s maintain social distance to slow the spread of COVID-19 AND maintain vigilance to slow the spread of government overreach.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5997908285","https://appfollow.io/app/745570/review/219218601","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219218601"
"2020-05-26 21:35:25","1509242894","COVIDSafe","au","1.4","Kyi561","3","Not using latest features","Apple released a core OS function for COVID-19 exposure notifications which will allow apps like this to function better. Why even in the latest version is it not being leveraged?",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5997799660","https://appfollow.io/app/745570/review/219218600","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219218600"
"2020-05-26 14:52:49","1509242894","COVIDSafe","au","1.4","RugbyFan05","1","Useless on iPhones","The fact that you have to keep the app open before loving the screen makes impractical.  You go out feeling somewhat safe thinking that app is collecting important information about who you come into contact with only to find out that is was not even working.  Due to the known limitations of the iPhone’s iOS security, they needed to have waited until the Apple/Google API was released which would enable contact tracing to occur even when the app was not open.  This current app will give everyone a false sense of security.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5996560248","https://appfollow.io/app/745570/review/219160533","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219160533"
"2020-05-26 12:03:13","1509242894","COVIDSafe","au","1.4","OzJason","3","Needs support for iOS COVID-19 API","iOS 13.5 introduced iOS level support for exposure notifications, this would be 100% more functional and reliable if it supported that API.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5995942373","https://appfollow.io/app/745570/review/219160532","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219160532"
"2020-05-26 12:00:11","1509242894","COVIDSafe","au","1.4","John Candido","5","Publish the Number of downloads","It may encourage more people to download this app, if the number of people downloading the COVIDSafe app is updated and published regularly in websites and apps that deal with the coronavirus.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5995932182","https://appfollow.io/app/745570/review/219160531","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219160531"
"2020-05-26 10:39:54","1509242894","COVIDSafe","au","1.4","Just a Guy 83","4","Use Apple Covid API","Why not integrate with Apple API? Will work much better and no need to run app",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5995665375","https://appfollow.io/app/745570/review/219149536","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219149536"
"2020-05-26 08:03:26","1509242894","COVIDSafe","au","1.3","BneReviews","1","iOS 13.5 update","Not compatible with the iOS 13.5 COVID-19 Exposure logging api.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5995241938","https://appfollow.io/app/745570/review/219141678","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219141678"
"2020-05-25 23:45:36","1509242894","COVIDSafe","au","1.3","Melinda9563","1","Please deal with CVEs","Cve-2020-12860 and cve-2020-12856 need to be felt with before anyone should install this app.
The source code clearly needs to be published for independent review.

Please consider redesigning the app to implement the APIs made available by Apple for contact tracing.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993905346","https://appfollow.io/app/745570/review/219094681","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219094681"
"2020-05-25 23:25:54","1509242894","COVIDSafe","au","1.3","Gurglebarp1","2","Great idea but....","Great idea but needs more. 

• Should be able to run in background on iOS

• Should be able to mark your home so it will send push notifications if you leave your home. 

• Should have a watch app.

EDIT: May 26 - still no update. This will be fixed after the pandemic has passed.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993853471","https://appfollow.io/app/745570/review/216435161","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216435161"
"2020-05-25 23:08:40","1509242894","COVIDSafe","au","1.3","MariaSigourney","4","Great idea, but some impracticalities","I understand the importance of the app and am comfortable with the privacy precautions even though I would agree there are definitely concerns about data collection. For the moment though I think it’s an important public health and safety tool in the current situation. 

When I downloaded it I assumed it would have an option to run in the background if allowed so I didn’t have to have it open all the time. This doesn’t seem to be the case but I don’t mind that too much, I just have to keep remembering to open it again. 

However, the main issue is that every time I open it or even if it’s been open for a while it seems to go inactive and makes me sign up and reactivate again which is very impractical and inefficient. Hopefully this will be fixed soon. Otherwise it seems to work fine.",,,,,,,,,"3","1","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993808287","https://appfollow.io/app/745570/review/219084328","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219084328"
"2020-05-25 23:01:55","1509242894","COVIDSafe","au","1.3","Kevin20007","3","Notifications","It is still doing the daily notifications after the upgrade. So annoying",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993790964","https://appfollow.io/app/745570/review/219084327","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219084327"
"2020-05-25 22:18:55","1509242894","COVIDSafe","au","1.3","Scorpion_Wins_Fatality","4","Stop the notifications please","I have downloaded and installed this app the day it was released, notifications are on obviously to let me know if I become in contact with someone that tests positive. Because of this, I am also getting constant reminders to keep my Bluetooth switched on which I am, these reminders are nothing but an annoyance. 

Stop sending repeated messages to users that are using the app correctly.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993681631","https://appfollow.io/app/745570/review/219084326","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219084326"
"2020-05-25 21:12:07","1509242894","COVIDSafe","au","1.3","Jon7721","3","I think it works","Other than the app saying it’s active and the bugs it causes I have no way of knowing if it is working. It’s a great idea and it’s unfortunate that we need it but it would be good to see some of the bugs fixed like the interference and connection issues with Bluetooth devices like my Apple Watch, headphones and car. I have tested and the issues only occur when this app is running.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993508986","https://appfollow.io/app/745570/review/219084325","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219084325"
"2020-05-25 21:01:46","1509242894","COVIDSafe","au","1.3","McMacked","2","Needs to use Apple’s API","I like the simple design and I appreciate the existence of this app. But it is almost useless on iPhones in its current form.

It needs to be open right now at all times to track contacts. Literally nobody is keeping the app open when they leave the house as this is incredibly impractical for the user.

Apple’s API allows the phone to constantly be tracking Bluetooth contacts. This would allow the app to work properly. The developers should have waited for the proper Apple API to make the app, but since it’s made, now the app needs to be updated to the proper Apple API.

Until it’s updated it’s near useless. It’s only been used to track a coronavirus patient once in the entire country.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5993481574","https://appfollow.io/app/745570/review/219084324","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219084324"
"2020-05-25 16:17:06","1509242894","COVIDSafe","au","1.3","Matthew20212021","2","Hurry up !","Is not yet compatible with Apple & Google’s privacy-preserving exposure tracing API.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5992618229","https://appfollow.io/app/745570/review/219073049","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=219073049"
"2020-05-25 05:54:48","1509242894","COVIDSafe","au","1.3","rudeman 5103579800","3","About time to use the Apple implementation","Think it’s better to start using Apple’s implementation. Getting messages about this app not being activated for more than 48 hours whilst I have never closed the app, not rebooted phone etc. Should just stay active. Set and forget.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5990660026","https://appfollow.io/app/745570/review/218912519","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218912519"
"2020-05-25 02:28:18","1509242894","COVIDSafe","au","1.3","Kirk_Morris","1","Delete the Covid safe app right now,","It is failing to comply with Apple Bluetooth standards which will make your iPhone at risk such as loss of data, no wonder Pauline Hanson, didn’t install the app, the app is made to make us scared that this virus is never going away, stay safe, this app won’t protected us from the virus, only hand washing and self isolation is the key, to survive,.",,,,,,,,,,"1","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5990127504","https://appfollow.io/app/745570/review/216432900","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216432900"
"2020-05-25 02:01:22","1509242894","COVIDSafe","au","1.3","grokka","1","just another govt IT fail","I was going to wait until the source code was published, but since this government feels they do not have to earn our trust (despite raiding legitimate journalists) I decided to put protecting the community above ensuring my rights were not being compromised. 

Unfortunately the app designers must be sleep deprived or something. They ask for an Australian mobile number but start it with the international prefix +61! Why? If it’s an Australian number the international dialing prefix just creates confusion.

Do you include the leading 0? I would think not, but it wont accept my number without the leading 0... but wait... it also wont accept it with the leading 0. So this app wont work for me. There is nothing special about my number. Did this app get any testing before it was released? Surely I am not the only one experiencing this bug?",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5990053331","https://appfollow.io/app/745570/review/218891355","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218891355"
"2020-05-25 00:34:04","1509242894","COVIDSafe","au","1.3","Mullo1975","1","Good idea but","It’s a good idea but it works horribly and I dont really want to give the government accurate location tracking of me also it drains your phone battery so fast and if you r smart about what you do it isn’t really necessary",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5989816242","https://appfollow.io/app/745570/review/218891354","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218891354"
"2020-05-25 00:30:20","1509242894","COVIDSafe","au","1.3","Gls5911","2","Why has iOs 13.5 not been adopted?","Why have the developers not adopted the universal API that Apple added in iOS 13.5 to ensure exposure logging works correctly on iphones as right now it only works in limited scenarios.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5989806215","https://appfollow.io/app/745570/review/218891353","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218891353"
"2020-05-24 22:59:17","1509242894","COVIDSafe","au","1.3","Maximilian Pazmandy","5","Stop the spread.","I think COVIDSafe is a great app as it protects you from COVID-. 19",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5989570621","https://appfollow.io/app/745570/review/218873242","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218873242"
"2020-05-24 07:24:41","1509242894","COVIDSafe","au","1.3","MingMZ","1","From the same government that failed NBN","Edit: latest version break all other Bluetooth device connected to your iPhone. Just how incompetent are these clowns.

Please delete all source code and use Apple’s COVID exposure API instead.

All your location data are uploaded to central server, there’s no anonymity, there’s no privacy protection. Remember when people opting out MyHealth in large numbers because there’s no guarantee third party will not have access to the data.

We need a contract tracing app that do the job while protecting individual’s privacy, this isn’t it.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5986822360","https://appfollow.io/app/745570/review/216449687","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216449687"
"2020-05-24 06:05:42","1509242894","COVIDSafe","au","1.3","s3tTz","1","Needs an update to support iOS 13.5","iOS 13.5 includes a contact tracing API. This app in its current form is useless, unless it takes advantage of the new API.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5986613934","https://appfollow.io/app/745570/review/218819001","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218819001"
"2020-05-24 01:50:13","1509242894","COVIDSafe","au","1.3","splodgo","3","Trying to help","Happy to use the app. Hopefully the next iteration will allow it to run in the background.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5985875985","https://appfollow.io/app/745570/review/218790358","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218790358"
"2020-05-24 01:24:07","1509242894","COVIDSafe","au","1.3","NCH11","4","Ruing my Bluetooth connection","I downloaded the app for the greater good and do not referent as we as Australians should be proud how we have handled this outbreak. However the Bluetooth is very intrusive. I cannot listen to music through my AirPods as it either drops the connection or makes it unlistenable. And also the app will disconnect my connection to my Apple Watch. Also I need to get the government to get on board with Apple’s COVID api as having my phone unlocked and the app open drains battery and is not secure at all.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5985797101","https://appfollow.io/app/745570/review/218790357","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218790357"
"2020-05-23 12:34:37","1509242894","COVIDSafe","au","1.3","Cazanneer","1","Not saving","It’s the third time now I’ve had to register myself when I open the app. It’s not saving my profile on my phone it seems",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5983458071","https://appfollow.io/app/745570/review/218665280","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218665280"
"2020-05-23 08:37:48","1509242894","COVIDSafe","au","1.3","Cammy_1975a","2","Breaks Bluetooth connections","Have deleted 2 different versions of this app now. Basically, the Bluetooth exposure tracking causes my fitbit not to sync, or even be seen by my phone. Even on iOS 13.5.  At least the latest version seemed to not shutdown in the background like previous versions. Won’t be installing again.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5982761072","https://appfollow.io/app/745570/review/218653056","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218653056"
"2020-05-23 06:44:08","1509242894","COVIDSafe","au","1.3","plebean","1","Not using google/apple api","1 star for not using the baked in API provided by google and apple. Would not trust this government with my fecal matter let alone any data. I tried and deleted the app. Developer is lazy and government is untrustworthy.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5982453509","https://appfollow.io/app/745570/review/218641013","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218641013"
"2020-05-23 03:04:26","1509242894","COVIDSafe","au","1.3","Lou The Celebrant","1","Disappointing","I downloaded ASAP but now read the iphone app fails.
I was doubtful of that claim until I just checked that it was active during today’s meetings and saw the app was unable to access Bluetooth
I checked settings and all correct. 
Reopened app and it was finally active but not until my meetings were over😳",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5981787560","https://appfollow.io/app/745570/review/218615576","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218615576"
"2020-05-22 23:29:52","1509242894","COVIDSafe","au","1.3","gpdawson","1","Stops Apple Watch connectivity","Was shocked to discover that my recent big problems with my Apple watch were caused by having this app running in background. When I switch off CovidSafe bluetooth, the watch finally works again. Thus app MUST adopt Apple/Google system. I cannot afford to junk my watch just for the sake of this app.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5981113508","https://appfollow.io/app/745570/review/218615575","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218615575"
"2020-05-22 23:07:35","1509242894","COVIDSafe","au","1.3","Megabytee","1","Can’t work out Bluetooth is on","My Bluetooth is always on, but I’m constantly getting notifications to turn my Bluetooth on.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5981051927","https://appfollow.io/app/745570/review/218598406","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218598406"
"2020-05-22 20:44:36","1509242894","COVIDSafe","au","1.3","glttce","1","COVIDSafe not active message","The app has been installed and running (supposedly) in the background since it was first released. I make sure that I don’t have many other apps running in the background (maybe one other), yet I get a message saying that it’s not working. 
What a disgraceful con being run by the federal government. This app needs to run without issue - no wonder no one trusts them with technology.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5980656826","https://appfollow.io/app/745570/review/218598405","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218598405"
"2020-05-22 20:19:37","1509242894","COVIDSafe","au","1.3","nitramluap","2","Reasonable - bud need the proper API","Update the app using the new Exposure Notification API or I’m uninstalling this as it’s pointless otherwise...

There is no excuse to not have a new version out: developers have had access to this API for weeks.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5980586256","https://appfollow.io/app/745570/review/216431645","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216431645"
"2020-05-22 12:39:26","1509242894","COVIDSafe","au","1.3","Maz from Sydney","2","Not stable with iPhone","Conflicts with other devices that use Bluetooth with my iPhone ie knocks out my watch and AirPods connection and kind of causes havoc in general.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5979000858","https://appfollow.io/app/745570/review/218554756","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218554756"
"2020-05-22 11:59:06","1509242894","COVIDSafe","au","1.3","timtibro","1","Unable to connect Bluetooth","Can’t access Bluetooth a complete waste of time at the moment. Using iPhone 6s update your app to include",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5978853457","https://appfollow.io/app/745570/review/218554755","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218554755"
"2020-05-22 11:26:25","1509242894","COVIDSafe","au","1.3","Kizzles.","1","I want to like this app..","What can you lose by adopting Apple/Google’s API. I for one would prefer Better battery life and better efficiency...",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5978738371","https://appfollow.io/app/745570/review/218554754","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218554754"
"2020-05-22 02:51:53","1509242894","COVIDSafe","au","1.3","Jordanian26","1","This app doesn’t work without being open in the foreground. I’ve deleted the app and all of my data","I don’t want to open the app every five seconds, I’ve deleted the app and my data. Why would you not use the API developed by the people who write the operating system? Are you stupid?",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5977204869","https://appfollow.io/app/745570/review/218441698","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218441698"
"2020-05-22 00:15:32","1509242894","COVIDSafe","au","1.3","kmitalian","1","Hurry up and get on board Apple and Googles Bluetooth API","I ain’t downloading it till you guys use Google/Apples CoVid API so we have extra protection",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5976729617","https://appfollow.io/app/745570/review/218441697","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218441697"
"2020-05-21 22:35:02","1509242894","COVIDSafe","au","1.3","Antlaw75","1","Not happy","Bluetooth won’t play through any devices since installing app even though it shows them as connected 🤬",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5976433854","https://appfollow.io/app/745570/review/218433287","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218433287"
"2020-05-21 11:43:41","1509242894","COVIDSafe","au","1.3","Mhano","5","Good start - please update with Apple and google","The app and legislated protections to our privacy are a great start. Please update with the Covid-19 Exposure Notification APIs from Apple and Google to improve effectiveness and privacy.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5974329690","https://appfollow.io/app/745570/review/216452140","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=216452140"
"2020-05-21 09:27:29","1509242894","COVIDSafe","au","1.3","Sound80y","1","Bad on iPhone 7 battery","I want  to support this , but I actually need my phone to work .. 
is it just me ? Since installing this it destroys my phone life, and I get lots of messages re Bluetooth not being on when it is on",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5973921610","https://appfollow.io/app/745570/review/218197981","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218197981"
"2020-05-21 07:48:47","1509242894","COVIDSafe","au","1.3","Dinosaur64000","1","TRASH","TRASH",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5973630672","https://appfollow.io/app/745570/review/218197980","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218197980"
"2020-05-21 05:17:34","1509242894","COVIDSafe","au","1.3","tynan164","5","Good app","Yep",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5973179313","https://appfollow.io/app/745570/review/218049184","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218049184"
"2020-05-21 01:39:47","1509242894","COVIDSafe","au","1.3","wrexual","1","Needs to support the new Exposure Notification in iOS 13.5","I’ve got nothing against the concept of the app but it was rushed out too soon. Exposure Notification API was released as part of iOS 13.5 today which provides a better solution. I’ll reinstall the app when they upgrade it.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5972532884","https://appfollow.io/app/745570/review/218031755","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218031755"
"2020-05-21 01:07:21","1509242894","COVIDSafe","au","1.3","Alana333","2","Great idea, but","Great idea of the app! But it keeps asking me to turn my Bluetooth on...when it is on. I have to turn it off then on again for the app to be happy. A little annoying because then sometimes it isn’t actually on and I’m unaware.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5972435443","https://appfollow.io/app/745570/review/218031754","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218031754"
"2020-05-21 00:58:19","1509242894","COVIDSafe","au","1.3","MickaJA","1","Lauded, but seems practically useless!","If this is meant to be the answer to opening up Australia, then why is it so buggy and useless on iOS?!

Does NOT work with the latest iOS that has COVID-19 exposure logging, it does not come up as an authorised app. 

Frequently turns off and goes back to initiation registration screen.  

I have a relatively new iPhone and latest iOS, so I can only image the potential issues on older phones. If it means that we have to keep remembering to open the app every time we go near people, that’s so impractical and in reality frequently forgotten and likely not going to happen!

The PM lauded it as a measure to opening up the country- now the developers need to get it to live up to the hype. I’m all for this to work! Let’s hope for a great update to this app!!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1509242894/activity/ios/ratingsResponses?reviewId=5972408358","https://appfollow.io/app/745570/review/218031753","https://watch.appfollow.io/apps/untitled-collection/reviews/336783?review_id=218031753"
