To: 2020-06-12;;
Country;Rating;Review
au;3;The only notifications the app sends me seem to imply that I’ve turned it off. But it’s always on except in one situation. When I’m with a client trying to take a payment using the Square payment app, I have to close COVIDSafe because it causes the Bluetooth card reader to lose contact. And that’s about the only situation when I’m anywhere near anyone outside my family, so it loses its usefulness.
au;4;Notifications keep popping up telling me to turn on Bluetooth and have the app running in the background - when I have done both already and am using the app correctly. This is annoying and may result in people deleting the app from frustration.
au;1;I am getting logged out every single night as is my mother who lives miles away from me. We both have left it running in the background with Bluetooth turned on and are finding each morning asking use to use the APP. What are we doing wrong?
au;5;Although I’m not sold on this helping as much as they claim but we gotta try. I mean we’ve all sold our backsides to google, Facebook etc already. This app collects less data that those so although Im big on privacy, I can’t argue against this whilst still using google and Facebook. Which I do. Let’s beat the damn rona!!!!
au;3;Are you looking into the API from Apple and Google so that the app can work more natively with iOS?
au;5;Stay home, stay safe
au;1;I have downloaded the app and all I see is the black screen that says “COVIDSafe”. When I try to switch apps the screen with the explanations appears but when I go back to the app the black screen is still there and it doesn’t let me select any options or proceed. Basically I cannot use the app. I have tried closing and opening the app but still the same black “COVIDSafe” screen that doesn’t let me do anything.
au;2;Won’t go past the home screen - quickly flickers to the next screen and then crashes. iPhone X with updated iOS
au;1;"Sunday:
Error verifying mobile number!  

Number was entered correctly (with and without leading 0)

Monday to Thursday:
A couple of times per day, I’m asked to run the app in background 

Today, it asks me to turn on Bluetooth.  I must have amazing AirPods because I had been and continued to listen to podcasts before, during and after this alert. 

I hope the next iteration addresses this annoyance. 

Also, I’d like some indication it’s functioning as designed either by being able to list detections or a display of the detection count."
au;3;This morning I was using my iPhone 6 and Apple ear buds on Bluetooth to listen to the radio.  Of the ten people who passed by my buds/phone cut out five times as we crossed.  Could only put it down to app pinging?
au;3;After some install hassles it now appears to be working.
au;1;"Unable to register onto this app. It has constantly rejected my access code -037086. 

It referred me back to the system administrator. I have been trying to do so.
Every time I try to reregister I don’t get a new access code number. When I use the only number applied I get rejected and told to try again.

Just too too frustrating."
au;4;"This is a great app with a brilliant concept but I’m unable to multitask on my phone and still have it tracking; it doesn’t track while the app isn’t open. Would be awesome to have as a constant background tracker and be able to work with my phone locked in my pocket."
au;5;Easy to install and it seems to work as it should 👍🏼
au;1;"Had to disable notifications because it kept sending me daily alerts telling me to use the app... Which I was.

App now won't work with notifications disabled so thinking I may as well uninstall. Now won't show anything but a prompt to enable notifications again."
au;4;Overall works fine but keeps disrupting my AirPods when listening to music which is annoying because when I’m out it’s the only time when I use them and, at the same time, it is critical that the app keeps connected. Please look into it, as others are also experiencing the same issue.
au;1;I’ve downloaded, deleted and downloaded again on a number of seperate occasions and I still can’t get past the mobile phone number verification stage
au;2;Not impressed with the app when u have to keep the Bluetooth on and if u turn it off it keeps reminding you to turn it back on. Doesn’t really tell you where or whom who has it
au;2;Titles says it, app will make you sign up again every few days. Unsure wether it’s actually doing any tracking while it’s offline but seems a bit pointless me needing to signup again so often. If the app developers can’t figure out how to save a login token on a device I doubt their ability to securely store peoples sensitive data.
au;5;this is a perfect app and safe to use!
au;5;"Will help us all get back to normal soon if  all Australians download this App without worrying about battery life, privacy issues
I found it has very little battery drain and certainly fell safer shopping 
DOWNLOAD TODAY"
au;1;App won’t accept a valid phone number when registering. Cannot use app at all.
au;5;"This is a great app. The more people download it, the sooner we’ll be back to normal. 

My only issue is that it’s only available in the Australian App Store. I have friends who are expats living in Australia who want to download the app but are unable to because they still use the global/another country’s App Store. This is much like the people in Australia without Australian mobile numbers. If both of these things could be fixed, that’d be helpful.

I wonder if the developers could maybe just geofence Australia and then open the app for everyone to use?

Just a thought."
au;3;I went out to the shops yesterday and my iPhone 8 was flat by the time I was having an X-ray. So the issue is battery life.
au;1;It keeps asking me for my information eveytime I open the app
au;2;The idea of this app is great. But only if it can actually work. I’ve spent 10 minutes on this app already and haven’t even got to the “I consent” button because it keeps glitching out to the “COVIDSafe” black screen...?
au;3;"The Singapore version of this app requires it to be kept in the foreground and says that. This version says ‘open’ and the minister has said it has fixed the problems that require foreground. 

Can we get an answer as to if it needs to be in the foreground to work?"
au;5;"I installed the app, it was easy to install and seems working OK but since the app doesn’t give live feedback to the user due to the privacy of other users, there is no practical way to know if it is working as it should be. 

My main concern and suggestion is that it only works on the phone and not on the watch. Phones are not easy to sanitise each time you go out and come back that is why, whenever I go grocery shopping i only have my Apple Watch with me since I can have my calls, texts and payments with it and I can wash it while washing my hands when I come home. Therefore my phone shows no contact with anyone."
au;1;Download app ok, register details ok, but the approval to upload info won’t work. It states that a sms with number would be sent to my phone but does not happen. What to do?
au;1;"Asks me to sign up again every morning. Gets tiring after a couple of days. 
iPhone 11 Pro 13.4.1
Why can’t we simply use the Apple/google developed API
Goodbye app. Delete."
au;4;Easy app to install but I am getting a notification every day telling me to keep it open and running in background. Issue is - I am receiving this notification when it is open! Please only trigger this when it isn’t open if you can!
au;3;Why do I need a notification every day to tell me to keep it on. I have now turned off notifications so hopefully it still works. I do shift work so a reminder at 9am is a fail.
au;1;Look, I really want to help stop the spread and I really don't mind having the app installed and running but I've uninstall coz I'm fken sick and tired of the spammy notifications every single day. Get rid of this bloatware.
au;4;App open and running and twice a day I’m getting an alert to open the app and turn my Bluetooth on. It is open and it is on. An important app we should all have but stop beating us over the head with it when we’re already doing the right thing.
au;1;"It continues to ask me to re-register.

Have submitted a support email and just get automated responses.

One more useless app destined to be uninstalled."
au;3;I downloaded and set up the app about 3 days ago and it was running fine, but this morning it made me set it up again. If this happens every few days it will get annoying and also is a risk that the app can’t fulfill its function properly if users have to re-enter their details every few days. Hopefully it was just a one off!
au;3;App doesn’t seem to be working in the background, as I keep receiving reminders about it.
au;1;"It asking me to register every day, I enter my details...

I’ve emailed you as to what you mean by keep the app open when out

WhT do you mean???? Load it and leave it on the screen? It’s installed, surely that’s what you mean, when I’m out, I’m using my phone

I emailed this question to you 3 days ago and just had a generic useless reply on the quick reference guide which doesn’t clarify this question

I don’t see the point of it, currently it’s not working until I register my details again, 4th day in a row

I think I’ll just delete it..."
au;2;This app can only be used by Iphones 6 and newer. Any one with an older Iphone cannot use it. If you want more people to use the app create an app for older phones.
au;3;This may turnout to be pointless if you don’t allow for additional tracking. Many people would gladly give their location details if you let them. Appeasing the privacy lobbyists is fine but obviously if the modelling shows 40% of the population need the app to be effective then over 70% of smartphones users need the app, 3 million is nowhere near enough. Allowing people to volunteer their information will make it more effective, it wouldn’t be a difficult program change. Please let people help.
au;4;More reliable than Barnaby Joyce’s condoms in the secretary’s office.
au;5;"For the non-tech ppl, it is a small app only 12.5MB 🧐I hope our small contribution here truly helps us all.
Also note you cannot add an emoji to your ‘Firstname Surname’ field when registering your details in the app, you’ll get a false error that your number couldn’t be verified."
au;1;I tried downloading and registering but when I open the app the screen just keeps flashing from the register screen to a black screen that says covidsafe. It’s making it hard to read and put in my details as it just keeps flashing between two screens.
au;5;"Install this app is less about me, more for others, it’s about reducing risks to my family and friends. When I get informed being under the risk, I can immediately avoid meeting others to make sure they are safe. If I do it for you, can you do it for your loved ones.

The app itself only requests phone Num, post code and age range. This is less than any services I sign up these days. I’m sure Gov knows more about me than these 3 things. It’s not tracking location either, it only cares about if any identified case around you so they can contact you. The virus is so aggressive, without using technology what’s our way out?"
au;5;"No issues to date with this app. Drop the leading 0 on your phone number if you’re having issues with setup. No noticeable difference on battery either. Works fine with a locked screen. It’s pretty much set and forget, just leave Bluetooth on.
If people are having issues try turning your phone “off” then “on” again."
au;1;Have to sign up every time you start the app. This will get tiresome quickly.
au;1;After starting app the screen goes dark with COVIDsafe text in the middle.
au;5;Downloaded very straight forward. Having trouble with blue tooth as keeps disconnecting when phone goes to sleep.Allow Bluetooth remains off with no ability to switch this on via app. So don’t think my app is functioning. There is no real help/troubleshooting available for the app. So have given up. I did give high rating because the concept is good!
au;5;We need to encourage as many of our friends and family to down load this App and as responsible Australia’s it’s all for one and one for all.... I have seen the best and worst in people during this pandemic we all need to accept that the world is going to be a different place when this is all over and realise that our government is doing this to keep us safe it’s not espionage it’s not some sort of conspiracy...Take  Care Everyone and Stay Healthy
au;3;So I like the idea  of this app but it sends you a notification if your Bluetooth happens to drop our reminding you to check that it’s connected! Kind of annoying especially if it happens daily. Also it would be great if it linked with the other gov one so it recognises that you already have the alert app active!
au;3;I think 1.5m doesn’t seem enough. If you put your phone on a bench it’s not going to be very accurate. It’s ok if you have your phone on your body all the time. Still confused on when the app works or not if the screen is unlocked or locked and whether it’s just the app remaining in the background 🤷🏻‍♀️
au;1;Have iPhone X, won’t verify my phone number have tried numerous times.  Have deleted app and reloaded , turned off wifi etc NOTHING Works!
au;1;I was really looking forward to helping by using this app, but for the third time this week is is asking me to sign up. I did, and it forgot - so I did it again and now it’s asking again. That 3 times in 3 days. Twice it also reminded me to open it even though it was running in the background. I don’t think it’s working.
au;1;I cannot get the app to recognise my phone number - tried everything. Hopeless.
au;1;Tried to set this app up but can’t activate because we do not have mobile phone reception.
au;5;Works as intended.  Recommended!
au;5;"Turn off WiFi and the app will verify. 
It would have been nice if the app developers had advised of this problem. 
App works well."
au;5;How lucky are we to live in Australia And to have an App like this for the health and safety of all of us is amazing. We should all be grateful that we don’t live in the USA or anywhere else at the moment. 🇦🇺 Thank you 🙏🏼
au;1;Have tried this app on my phone with and without the leading 0 and it declines my number every time. It’s a case of i can see the need for the app and want to use it but my number just does not work. 1 star till it’s fixed
au;5;Was Super easy to download and register. Hope all individuals download the app for the benefit of all!
au;5;"Never has there been a more important time or technological tool that can make a real difference to your community.

Whilst it is reasonable to ask questions about privacy and security, these have been answered comprehensively in the affirmative.

This is not a time for ideology or a contrarian view, merely for the sake of it. It is a time for practicality and pragmatism.

Do your civic duty; DOWNLOAD IT, enter your details and you’ll be helping to protect yourself and your loved ones and potentially helping to ease social restrictions ASAP."
au;2;Sign up details required every time I open the app? Giving up using it as its like I have to sign up as a new user every time!!
au;3;"I really want this to work well. I really do. But there are 2 main issues.
1. Remembering to activate it when you go out.
2. You then can’t use your phone to answer calls, reply to messages, use Wallet to pay for things, etc.

I realise that having an app with BLE running in the background is not allowed with Apple but this really needs to be escalated quickly to ensure this app can be used effectively."
au;5;Works the goods
au;5;If you want to get out of lockdown quicker and get back to normal life quicker, just download the app. You are helping not only yourself but other people. If you are worried about being “tracked” you are likely being tracked already from the social media apps you use
au;4;Yeah the fourth level where you use the sniper rifle on the terrorist is tough
au;1;Unable to register iPhone 5 & 6 running ios12. Unable to verify phone numbers. Let’s compare #downloads with registrations.
au;1;Mobile hot spot not available or interference while using this app forced me to delete it.
au;1;"I really want to download to do my part, however, like I’m sure many people (and everyone IN Australian territories with a smart phone should be using this atm) I don’t have an Australian mobile number. It is essential that you update this app so it doesn’t have to be a +61 number to active it and it can be activated with ANY mobile number attached to a smart phone. You are failing the full potential of this app and the health of everyone in Australia if you don’t do so. 

Please amend ASAP and release an inclusive update. Please also release an immediate statement addressing this."
au;5;Installation and registration fine / no issues on iPhone X. It would be good if the user themselves could get stats / feedback such as number of interactions with other people with the app / how close you were to another user and how long. Just so you know it is working properly and can also make sure you can adjust your social distancing if required etc. apart from that everyone should download, privacy reasons touted by some are nonsense. Google, Apple, FB and the ATO have way for info on you so stop worrying
au;3;I like the idea of this app, however I had it open in the background and it only ran for 1 minute before stopping (according to the log in settings).
au;5;Great to see the app has attracted over 2m downloads within 3 days since the launch. Given it has passed the Privacy Impact Assessment and received full endorsement from OAIC, I’m encouraging everyone to do our bits in securing the wellbeing of our people and communities by installing this app. #We’reAllInThis2gether
au;5;A bit confident now to get outside home.
au;2;This app drained my battery so quickly, my phone only lasted a few hours before the battery was flat.
au;5;Australia won’t be bullied. Big local economic recovery coming soon thanks
au;5;Even if you can’t find the app if you get someone to send it to you it works just as well but you have to have apple store or google or something else play but really good and easy
au;2;I keep getting notifications for no reason with no value to them. I’ve already downloaded it but it seems it wants to keep sending me notices for no reason
au;1;The download of app has been stuck at a point for me. I started download of app and it got stuck due to no disk space on my phone. Now I have cleared some files to make space but it won’t start downloading again and is stuck. I can’t stop and restart the download
au;1;Can’t get pass verify stage because of the same issue assent others
au;1;Downloaded the app no problems. Today I received a notification so I opened the app to see what it was. The notification said I had tested positive for COVID-19 and asked  me to tick a box to consent to the release of my data. Lol. I haven’t even been tested let alone tested positive. Nor do I know anyone who has been tested. I searched around for a phone number to report the problem but all I could find was the Coronavirus hotline number. I called this number to report the problem but they didn’t have an answer. All they could do was give me an email address for app support. So if I wanted to report this problem I would have to send an email, thus giving them more of my data. I just deleted the app instead.
au;5;Just download and use it - Save our health system and your love one
au;4;"I have only one issues with thie covidsafe app. 
So if you are driving in your car and behind the red light others have this app in their cars and you know Bluetooth on phones can pick each others even from different cars in 10 m distance. 

If one of  people in other cars gets possitive result, Am I gonna get notifications to quarantine myself? 

Especially gov claims that they don’t use your location so they don't know you were at a road!!!"
au;5;It is good to know how many people has installed this app so far.
au;2;"I willingly downloaded the app, I’ve kept it running in the background, and I have Bluetooth on. Please stop sending me alerts every day asking for my help when that’s exactly what I’m doing. 

The quickest way to make me delete the app is to keep these daily alerts. Give me the option to turn them off!"
au;4;I am trying my best to get people on board to install this App but for the life of me I cannot see anyway to ring an expert etc
au;1;I am finding the app is running my battery down very quickly.
au;1;Today there was a msg on my screen when I opened my phone, saying “We have reset you..” but blinked off before I could read the rest. The app is now not operating properly, and not showing info long enough to read anything. I deleted and reinstalled it but no success. It was fine since installing initially until today.  NOW, its wanting a nickname and telling me all my choices are taken! Surely the review is more important than a nickname!!!
au;2;"Notifications every morning at 9am that are what, “friendly reminders”? It’s already on and in background. Only notify me if something is wrong, or I need to do something.

The annoy factor is huge if you’re just notifying me for nothing. I leave it on in background 24/7 (same with Bluetooth) so is it having a problem, or just being a bother?"
au;3;"I really want to do my part in helping the community recover/move past this horrid COVID situation but our furry friends in the federal government have half assed this app.  Requiring it to be permanently open defeats the purpose of facilitating contact tracing (a critical element of  from being safe to reduce the need for social distancing).  By all accounts there was a better, more functional and to be frank socio-literate app platform which was rejected for reasons only the government boffins know.  

Making it harder to maintain useful functionality ain’t the smart move."
au;2;Every morning I get a notification to register my details and create a profile. Not sure if this is because I turn my phone off over night, but it’s very annoying!
au;1;"I enabled notifications so I could be notified in case I have C19, but notifications pop up to tell me to turn Bluetooth on and it’s already on
So I’m turning off notifications, I might as well delete the app 
- let me give you a heads up, people DONT want useless notifications on their phones popping up interrupting !!
Knock it off bozos !"
au;3;If you keep pissing off the public with your spam notifications they’ll just uninstall the app and you’re back to square one.
au;5;"Can you please stop the annoying ‘We need you..’ message that comes up every second day. 

I get it - the app is working in the background as requested and I take my phone everywhere. I just don’t need the reminder telling me to do what I’m already doing."
au;4;"I’m feeling a little bit safer for having this app as I travel on public transport to and from work - providing the people I’m travelling with have it too... Good job on the government getting this going, it’s a great initiative if we’re wanting our lives to return to normal. For all those people concerned about the government knowing where you are, it doesn’t track your location!! This is proven by the app not asking for access to location services. 

I’m an IT professional and fully support it. Everyone should do their bit and get it."
au;5;"For once, it’s great to see all government agencies working together here to provide information across the board.   There is information from the ATO, Centrelink, health, people experiencing hardship etc etc 

Good work!"
au;4;Been trying for two days to activate but get continual error about being unable to verify phone number. No other details , no support contact so have reluctantly had to give up
au;1;Shuts down even if left in the background, after a few hours. So if you are out at work or wherever, you have to keep checking on it. Its ridiculous.
au;1;Bravo! An app that only works only on the latest phones running latest OS. Whoever put this together is blind to the lived experience of the elderly and the not-so-well off. Even in a pandemic our governing elites are happy to leave 20% of their fellow Australians behind.
au;5;"Just download it and stop being paranoid.
The sooner we do everything asked of us, the sooner we can get back to normality."
au;5;"How important is the life of you, your parents, your children, your partner?

Is privacy more important than potentially saving a life?

Is privacy more important than getting Australia back on its feet and saving people’s jobs?

There is a reason I am using this app to save the life of myself and others"
au;5;No problem. Easy to install. No privacy concerns. Glad to do my bit for ridding our country of this virus. :)
au;1;Unfortunately the app won’t let me sign up due to my phone number ‘being incorrect’. I’ve tried deleting and redownloading the app but it still shows up with the same message. I’ve tried inputting my phone number as an 04... number as well as a 4... I’d be more than willing to download the app to save lives but unfortunately it’s not letting me download it properly :/
au;5;"It’s new but I feel safer knowing that if someone tests positive to COVID that I will be informed.
It works via Bluetooth and to be honest I don’t feel like my privacy is compromised. This could change but I take the risk with everything online that I do, so to save lives why not jump on the bandwagon!"
au;2;Unable to complete registration despite following instructions unable to go back to see if information entered correct unable to request new PIN number to verify phone number
au;5;Such a brilliant idea. I’m very keen on this app. I just hope that it‘s working well with apple phones.
au;2;"Why must I leave the app open?  Other Bluetooth applications work in background mode.  
Too many pop up messages makes this app very annoying"
au;5;“ItS gOiNg To TrAcK mY lOcAtIoN” “I dOnT wAnT tHe GoVeRnMeNt FoLlOwInG mY mOvEmEnTs” - said every halfwit on Facebook comments section. I’m still waiting for one of these armchair tech geniuses to tell me how an app that doesn’t even request location services can track me. Furthermore why are they so paranoid? Have they seen government spies hiding in their front garden lately or something? Look Karen I don’t think they could care less what you do so why would they want to track you. This app is great. Uses little battery and mobile data. The more downloads there are, the faster we’ll get out of our homes and the sooner lives get back to normal. It’ll tell you if you’ve bumped into someone with the virus to protect you and your family too. Just download the damn app.
au;3;I couldn’t verify my mobile number until I was using mobile data.  Others in my household also had the same issue until wifi was turned off on devices.
au;4;"Took me the best part of 24 hours to get the PIN number to verify my phone but got there in the end. My guess is was just due to the volume of people down loading and trying to sign up.

Hopefully we get enough people doing it and we can get back to normal sooner"
au;5;Please, do this? I have 3 very vulnerable people in my family. We can protect others and we will be better off sooner then others.  Be the wave of love and be the country who remains a n their heart space.
au;2;It’s been just 24 hrs since downloading this app and so far I cannot have another app running properly with on average it shutting down within minutes.  I want to do the right thing having this running but it’s driving me nuts!
au;5;This is one step to reducing the spread of covid -19 and I am happy to use this application knowing the safety of my data and l knowing I am working with many other Australians to prevent the spread that will undoubtedly safe lives.
au;5;Help each other, help our community.
au;5;Great idea. Glad to play my part.
au;5;This app is really helpful and easy to use
au;1;Downloaded it, worked fine for a day. Then started to flash on and off.  Then it froze, along with my phone. Deleted it!!
au;5;Works well. Happy to use this and help watch the Covid numbers go down. Let’s do our bit and save lives and get the pubs open safely again!
au;3;This is a great initiative to see from the government. As a developer I know that there are tools from Apple being made available to make sure this app can run in the background, this app really needs to make use of them to make sure that this app is as effective as it can be
au;1;Understand the need for this app, but it is a killer on the battery. Can’t be doing a whole lot of tracking if your battery is flat on the way home from work. Needs to be revisited by app designers.
au;1;"Get an error. 
Able to download 
The app fails to send an OTP sms to validate my number."
au;1;Would not recommend
au;2;"I was happy to comply with health department efforts but I think my phone is too old; the app seemed to drain the battery on my ancient iPhone 5S from 50% to 0 in about 10 minutes. I had to delete it."
au;5;Don’t see the reason why I shouldn’t download this app! Some say the government are going to monitor what I do and I reply, I have no fear for that unless I am dodgy
au;5;Smart fantastic way of keeping us safe !
au;5;Personal freedom and liberty is only up to the lowest denominator. Don’t be the lowest denominator and download the app.
au;1;App keeps telling me that Bluetooth is off even though it is switched on and active. My other Bluetooth devices are working fine, so it isn’t a phone problem. I have uninstalled and reinstalled the app to no avail.
au;1;"This app will only work if the phone’s unlocked and the app is running.

It does nothing if the app is running in background mode."
au;5;I’m a doctor working in an ED of a public hospital. With so many asymptomatic cases spreading the virus to vulnerable members of our community, I’d like to thank you for this initiative to use our technology to save lives through a simple app download. And thank you to everyone who downloads the app and participates. We’re stronger together, Australia! Keep up the good work!
au;1;Sadly the app ‘for the country’ does not work on phones running older iOS versions. Not everyone can afford the latest and greatest phone on the market.
au;3;Does app still work if my phone has turn off background refresh and this app is runining but run in the background?
au;1;"This app is junk. All I get is ""error verifying phone number”. I’ve tried turning wifi, Bluetooth and mobile data off and I have a valid phone number. Disappointing that such an important project has been implemented so poorly."
au;5;Anything that can help is a positive
au;5;Turn off wifi to receive activation code.
au;5;It’s our 20-29 yo most likely to contract/carry covid 19! Yet this age group seems more opposed to being tracked. I suggest all parents really sit down and discuss what it means for the community and their family and encourage them to download - hey if it means we lift restrictions quicker better for all!
au;1;"Turn WiFi OFF to register and leave out the leading 0 for your phone number, should load straight away.

Just imagine how many installations have been missed out on because of this issue."
au;5;This is one of the easiest things Australian’s can do to secure our nation and prevent future outbreaks. This will allow us to start easing restrictions.
au;5;Promising app. Great to see 2.4 million people have downloaded.
au;5;"And was told to... “Please keep Bluetooth and Notifications enabled.”

No problems registering, ensure Bluetooth and mobile data is active before the registration process. I used 0 preceding my number even though (+61) was indicated in the process. 

I think once I’m home that there is no point keeping it running as I think this will use battery life, however I usually turn Bluetooth off when at home to save power unless I’m forwarding picture to my spouse via AirPlay.  Just have to remember to activate COVIDSafe each time I leave home, so...

I’ve set a reminder when a particular location has been determined, such as “Getting in my car”, when my Bluetooth connects to my car the alert will remind me to turn on COVIDSafe."
au;5;"It had some issues when it launched but it works fine now.

It’s not perfect but it’s what we got. Let’s try to make this work."
au;5;This app will save lives IF and only IF the government adds EVERYONE who tests (or has already tested) positive to it. Without this information it won’t work. Please make it law, punishable by a large fine.
au;1;Needs improvement with SMS confirmation
au;3;We are senior pensioners. My husband cannot download this app because he only has IOS 10.3.4 which is the max his IPhone will take. I’m sure he won’t be the only Australian with an older phone which we have no need to replace
au;5;"Extremely straightforward to install.  Very easily understood privacy policy.  My RACQ app takes more personal and location data than this.

Drop your mobile number ‘0’, per every other comment on here.

It’ll save lives."
au;4;This is a great idea and I really want to use it, I don’t care about all the tinfoil hat wearing people who want to complain about privacy, I care only about battery life of my phone, this app Is like a virus for your iPhone, due to a bad battery I have the obsessive compulsive need to close all apps before putting the phone back in my pocket! 🤷‍♂️
au;5;Super easy app to download, but the verification code SMS took over half an hour to appear. Leave out the “0” when putting in your mobile phone number, and be patient!
au;1;Anytime I put my mobile number in it tells me it cannot verify. Help!
au;1;Downloaded the app on iPhone8 but when I open it the front page appears for 1/2 second then goes to a black screen with COVID-19. Cant even get to the questions!
au;2;Very easy to setup but drained the power very quickly. Have turned it off while at home until it’s fixed.
au;5;It is a very basic app and easy questions to answer . They are not interested in your personal information . It is designed to help us all snd as Australians I’m sure we won’t our life back 🥇
au;3;Great app, important, but it’s hammering the battery.
au;1;We still haven’t seen the official release of the source code of this app. Concerned about the horrible track record of this government on digital privacy violations.
au;5;Great app. Works well. Get tracking and tracking so we can go back to work!
au;1;"Re install the application twice still can’t get PIN for the mobile phone.  Try both with and without leading zero for my phone no.

Disappointing!

At the end,  I noticed my phone is on WiFi call as my mobile carrier is the same as the NBN at home.  Do I turned off my phone WiFi and ask for the pin again.  Then it works.  May be the software needs to work with WiFi phone at home."
au;5;Download the app. It could save someone’s life.
au;4;It would be so much more effective if it worked on Apple Watch. I don’t always have my phone with me when I’m out, usually because I forget it, but always wear my watch.
au;5;Download this app to help stop the spread of COVID-19
au;1;"I have to reregister every morning?. Was it designed to do that, and not save my info? 

Will quickly tire of that!"
au;5;Just keeps a list of the phones you were near in the last 3 weeks using Bluetooth.  Only uploads if you tell it to. If we can trace all the contacts of people who get the virus we can beat this.
au;5;"It took less than 30 seconds to download, get the pin and set up on my phone.  To the double digit IQs that say they can’t get a pin, remove the ‘0’ from the front of your mobile number.

I’m not crazy about supplying this information to the government, or anyone else for that matter, but I think this is one of those times we have to use reason and work together to end this."
au;5;Everyone needs to install this app.
au;3;Keep notifications to a minimum: no political or nagging spamming, please. If you exceed your limits I’ll switch notification off altogether.
au;1;"Requires a phone no.... tells me my number is an error.
Same for my wife"
au;2;"Finally figured it out
This error message is returned if you have not read the privacy disclosure"
au;4;If you need us, the users, to leave notifications turned on, STOP WITH THE DAILY SPAM NOTIFICATIONS!!! Don’t piss off your users!
au;1;I am a community RN and were asked to download app. Accidentally type my personal number instead of my work phone where I downloaded this app. The code was sent to my personal phone and absent mindedly used the code to verify. Realising my mistake, I have downloaded the app on my personal phone. I went through the “enter pin” and would not send me one to verify. Clicked resend but nothing happened. Maybe an issue with using multiple device.
au;1;"This app will not work as intended if you use your phone for *anything* else.
Take a call? It stops working.
Check your messages? It stops working.
DHHS need to support Apple and Googles Privacy-Preserving Contact Tracing ASAP if they really want to protect Australians from COVID-19."
au;5;Setup took less than a minute. The app itself is very polished and I haven’t noticed any loss of battery with it running in the background.
au;1;This app doesn’t even recognise my mobile phone number.  I have no faith the app will work.  Plus app would let negative reviews through
au;2;Great idea, great simple concept for the app however at this stage for my phone the app will ask again for my details / ‘sign up’ after a day or so.
au;1;"As a supermarket worker I thought, this is a great idea , stick phone in my pocket on silent and leave it, downloaded and set it up with no problems , went to work and it used all my battery :( 
I have Had iPhones for a long time and have NEVER EVER had my phone go flat. Sorry scomo deleting now , let me know when it’s fixed"
au;1;"Easily downloaded the app. But does not acknowledge my name.
&  Mobile no and won’t give me a PIN"
au;1;I want to take part, but like others I can’t get past the validation of phone number screen. Have left off zero, deleted app and retried....still no joy.
au;1;Can’t seem to text me the code to sign up. Would love to help. But app doesn’t work.
au;1;"I’m running latest version of iOS apple 8 phone.
Tried every variation of my number and tried and waited a couple of times (congestion), still could send pin to verify my number.

Sorry fellas, the easiest part seems like the hardest. Good luck getting to 40%"
au;1;Wouldn’t accept my phone number. I thought it was just me, but then it wouldn’t accept my wife’s as well.
au;1;"Sadly this app will not work for those who have an older phone. 
If it’s running on less than the iOS 10 you can not install it.   
Disappointing."
au;1;"The app won’t recognise my details, phone number and can’t send me a pin to register.
I’m trying to do the right thing by registering but when you get error messages, makes it hard."
au;2;"Tried 30+ times over two days to try and register the app. It kept telling me that there was a problem with the phone number I was entering. Same issue for both numbers I entered (dual sim phone). As a last resort I disconnected from my wifi and tried and it registered immediately. 

The instructions need to specify that the phone cannot be on wifi to register."
au;1;Get as far as muting my mob in, but do not get a pin, yes tried leaving off the Zero at the start and leaving it on! Still nothing
au;1;I entered my mobile number and it refused to send me a PIN, I tried again removing the zero at front, and eventually got the PIN, entered the PIN, and it timed out over the 5 minutes not accepting the PIN. Please try harder.
au;1;I can’t get a pin sent to be able to use this app.
au;1;The mobile number I currently have is the first and only mobile number I’ll ever have. Why isn’t it being accepted, and who puts +61 in front of a mobile number unless they’re calling from overseas?
au;1;This app keeps suggesting I have an invalid mobile number. I have used two versions the international version and the in country version. Both have been rejected by the sign on for the app.
au;2;I tried last night & again this morning. Just sits there trying to send a pin....
au;1;I have repeatedly tried to download this app every thing is fine until I try to put my mobile number in, tried with the 0 and without, will not recognise either, so it’s a no go for me I’m afraid.
au;3;Tell people upfront they need to turn wifi off to initiate the app
au;1;My husband and I have tried loading the app on numerous occasions over the last two days - we cannot get a verification number.  This is useless!!
au;5;Turn off your phone wifi and it will work
au;4;Easy to set up except for it not accepting mobile number. I left the 0 off the beginning of number as suggested below in a review but still didn’t work. I noted I was on wifi so I then changed to using mobile data along with leaving 0 off number. This worked. All the best everyone and take care.
au;1;Tried many times (apple phone) but it said 'unable to verify your number'. Finally found the solution - turn off wifi, registers instantly.
au;1;A really important initiative I support and encourage all to use however, failed to be able to verify phone number of mobile I’ve been using for 10 years plus. Dropped 0 and added 0 (due +61) but no joy. Appreciate advice on issue or fix. Also, if it makes a difference to loading app, the + 61 will confuse those who haven’t travelled overseas previously which could delay / stop sign ups. Suggest ‘Help Tip’ on this point. Keep up the good work everyone.
au;1;I was so willing to help but I downloaded app 24 hrs ago and cannot login. Keep getting mobile not verified. I’m in my 60’s and at risk. Want to do eve to help but app not works for me
au;2;Great idea but despite repeated tries, deleting and reinstalling, verification of my phone number hasn’t worked.
au;1;"All data is subject to US laws under the CLOUD Act - Which allows them access to our data since it is stored on a US based companies servers (Amazon) 
Would of made more sense to have this hosted securely on an Australian Network. 
Deleting the app and letting everyone know."
au;4;Found that I needed to turn my wifi off for the pin to come through and get past the phone number stage. Just for anyone that may be having issues.
